{name=爱知, url=/aichi}
{name=弋阳县, url=/sryiyang}
{name=上高县, url=/shanggao}
{name=遂川县, url=/suichuan}
{name=商河县, url=/shanghe}
{name=寿光市, url=/shouguang}
{name=泗水县, url=/sishui}
{name=渑池县, url=/shenchixian}
{name=陕州区, url=/shanxian}
{name=嵩县, url=/songxian}
{name=睢县, url=/suixian}
{name=社旗县, url=/sheqi}
{name=商城县, url=/shangcheng}
{name=商水县, url=/shangshui}
{name=沈丘县, url=/shenqiu}
{name=遂平县, url=/suiping}
{name=上蔡县, url=/shangcha}
{name=沙洋县, url=/shayang}
{name=石首市, url=/shishou}
{name=松滋市, url=/songzi}
{name=桑植县, url=/sangzhi}
{name=石门县, url=/shimen}
{name=韶山市, url=/shaoshan}
{name=双牌县, url=/shuangpai}
{name=邵东县, url=/shaodong}
{name=邵阳县, url=/shaoyangxian}
{name=双峰县, url=/shuangfeng}
{name=始兴县, url=/shixing}
{name=四会市, url=/sihui}
{name=遂溪县, url=/suixixian}
{name=上林县, url=/shanglin}
{name=三江侗族自治县, url=/sanjiang}
{name=上思县, url=/shangsi}
{name=双流县, url=/shuangliu}
{name=三台县, url=/santai}
{name=什邡市, url=/shifang}
{name=射洪县, url=/shehong}
{name=石棉县, url=/shimian}
{name=松潘县, url=/songpan}
{name=石渠县, url=/shiqu}
{name=色达县, url=/seda}
{name=绥阳县, url=/suiyang}
{name=石阡县, url=/shiqian}
{name=思南县, url=/sinan}
{name=松桃苗族自治县, url=/songtao}
{name=施秉县, url=/shibing}
{name=三穗县, url=/sansui}
{name=三都水族自治县, url=/sandu}
{name=嵩明县, url=/songming}
{name=石林彝族自治县, url=/shilin}
{name=师宗县, url=/shizong}
{name=施甸县, url=/shidian}
{name=绥江县, url=/suijian}
{name=水富县, url=/shuifu}
{name=双江拉祜族佤族布朗族傣族自治县, url=/shuangjiang}
{name=双柏县, url=/shuangbo}
{name=石屏县, url=/shiping}
{name=申扎县, url=/shenzha}
{name=索县, url=/suoxian}
{name=桑日县, url=/sangri}
{name=萨迦县, url=/sajia}
{name=萨嘎县, url=/saga}
{name=三原县, url=/sanyuan}
{name=神木县, url=/shenmu}
{name=绥德县, url=/suide}
{name=石泉县, url=/shiquan}
{name=商南县, url=/shangnan}
{name=山阳县, url=/shanyang}
{name=肃北蒙古族自治县, url=/subei}
{name=山丹县, url=/shandan}
{name=肃南裕固族自治县, url=/sunan}
{name=疏附县, url=/shufu}
{name=疏勒县, url=/shule}
{name=莎车县, url=/shache}
{name=沙雅县, url=/shaya}
{name=鄯善县, url=/shanshan}
{name=沙湾县, url=/shawan}
{name=石柱土家族自治县, url=/shizhu}
{name=三沙, url=/sansha}
{name=顺德区, url=/shunde}
{name=四子王旗, url=/siziwangqi}
{name=苏尼特左旗, url=/suzuoqi}
{name=苏尼特右旗, url=/suyouqi}
{name=随县, url=/szsuixian}
{name=水城县, url=/shuichengxian}
{name=双湖县, url=/shuanghuxian}
{name=石岛, url=/shidao}
{name=天津, url=/tianjin}
{name=太原, url=/taiyuan}
{name=台东, url=/taitung}
{name=特拉维夫, url=/telaviv}
{name=德黑兰, url=/tehran}
{name=土库曼斯坦, url=/turkmenistan}
{name=土耳其, url=/turkey}
{name=塔吉克斯坦, url=/tajikistan}
{name=图卢姆, url=/tulum}
{name=多哥, url=/togo}
{name=特里尔, url=/trier}
{name=托斯卡纳, url=/tuscany}
{name=陶尔米纳, url=/taormina}
{name=特罗姆瑟, url=/tromso}
{name=陶波湖, url=/taupo}
{name=蒂马鲁, url=/timaru}
{name=汤加, url=/tonga}
{name=图卢兹, url=/toulouse}
{name=图尔, url=/tours}
{name=塔斯马尼亚岛, url=/tasmania}
{name=塔林, url=/tallinn}
{name=特克斯和凯科斯群岛, url=/tksandcci}
{name=特立尼达和多巴哥, url=/trdandtob}
{name=图恩, url=/thun}
{name=突尼斯, url=/tunisia}
{name=塔拉哈西, url=/tallahassee}
{name=特伦顿, url=/trenton}
{name=坦帕, url=/tampa}
{name=图尔库, url=/turku}
{name=托莱多, url=/toledo}
{name=地拉那, url=/tirana}
{name=斗湖, url=/tawaudivision}
{name=登嘉楼, url=/terengganu}
{name=托皮卡, url=/topeka}
{name=台湾, url=/taiwan}
{name=台州, url=/zhejiangtaizhou}
{name=唐山, url=/tangshan}
{name=泰安, url=/taian}
{name=泰州, url=/taizhou}
{name=铁岭, url=/tieling}
{name=通化, url=/tonghua}
{name=吐鲁番市, url=/tulufandiqu}
{name=铜陵, url=/tongling}
{name=通辽, url=/tongliao}
{name=天水, url=/tianshui}
{name=塔城地区, url=/tachengdiqu}
{name=铜川, url=/tongchuan}
{name=铜仁, url=/tongrendiqu}
{name=天门, url=/tianmen}
{name=台北, url=/taipei}
{name=台南, url=/tainan}
{name=桃园, url=/taoyuan}
{name=台中, url=/taichung}
{name=太仓, url=/taicang}
{name=桐庐县, url=/tonglu}
{name=天目湖, url=/tianmuhu}
{name=同里, url=/tongli}
{name=天目山, url=/tianmushan}
{name=天柱山, url=/tianzhushan}
{name=天台山, url=/tiantaishan}
{name=泰国, url=/thailand}
{name=东京, url=/tokyo}
{name=大溪地, url=/tahiti}
{name=多伦多, url=/toronto}
{name=海牙, url=/thehague}
{name=都灵, url=/turin}
{name=坦桑尼亚, url=/tanzania}
{name=图木舒克, url=/tumushuke}
{name=屯昌县, url=/tunchang}
{name=唐县, url=/tangxian}
{name=天镇县, url=/tianzhen}
{name=屯留县, url=/tunliu}
{name=太谷县, url=/taigu}
{name=托克托县, url=/tuoketuo}
{name=突泉县, url=/tuquan}
{name=铁岭县, url=/tielingxian}
{name=台安县, url=/taianxian}
{name=洮南市, url=/taonan}
{name=通榆县, url=/tongyu}
{name=通化县, url=/tonghuaxian}
{name=图们市, url=/tumen}
{name=泰来县, url=/tailai}
{name=铁力市, url=/tieli}
{name=同江市, url=/tongjiang}
{name=汤原县, url=/tangyuan}
{name=塔河县, url=/tahe}
{name=泰兴市, url=/taixing}
{name=通州市, url=/tongzhou}
{name=桐乡市, url=/tongxiang}
{name=天台县, url=/tiantai}
{name=太和县, url=/taihe}
{name=天长市, url=/tianchang}
{name=铜陵县, url=/tonglingxian}
{name=桐城市, url=/tongcheng}
{name=太湖县, url=/taihu}
{name=泰宁县, url=/taining}
{name=铜鼓县, url=/tonggu}
{name=泰和县, url=/taihexian}
{name=郯城县, url=/tancheng}
{name=滕州市, url=/tengzhou}
{name=汤阴县, url=/tangyin}
{name=台前县, url=/taiqian}
{name=通许县, url=/tongxu}
{name=唐河县, url=/tanghe}
{name=桐柏县, url=/tongbo}
{name=太康县, url=/taikang}
{name=团风县, url=/tuanfeng}
{name=通城县, url=/tongchengxian}
{name=通山县, url=/tongshanxian}
{name=桃源县, url=/taoyuanxian}
{name=桃江县, url=/taojian}
{name=通道侗族自治县, url=/tongdao}
{name=台山市, url=/taishan}
{name=藤县, url=/tengxian}
{name=天等县, url=/tiandeng}
{name=田阳县, url=/tianyang}
{name=田东县, url=/tiandong}
{name=田林县, url=/tianlin}
{name=天峨县, url=/tiane}
{name=通江县, url=/tongjiangxian}
{name=天全县, url=/tianquan}
{name=桐梓县, url=/tongzi}
{name=碧江区, url=/tongren}
{name=天柱县, url=/tianzhu}
{name=台江县, url=/taijian}
{name=通海县, url=/tonghai}
{name=腾冲县, url=/tengchong}
{name=潼关县, url=/tongguan}
{name=太白县, url=/taibai}
{name=天祝藏族自治县, url=/tianzhuxian}
{name=通渭县, url=/tongwei}
{name=同仁县, url=/tongrenxian}
{name=天峻县, url=/tianjun}
{name=同心县, url=/tongxin}
{name=塔什库尔干塔吉克自治县, url=/tashikuergan}
{name=高昌区, url=/tulufan}
{name=托克逊县, url=/tuokexun}
{name=特克斯县, url=/tekesi}
{name=塔城市, url=/tacheng}
{name=托里县, url=/tuoli}
{name=潼南区, url=/tongnan}
{name=铜梁区, url=/tongliang}
{name=同德县, url=/tongde}
{name=土默特左旗, url=/tuzuoqi}
{name=土默特右旗, url=/tuyouqi}
{name=太仆寺旗, url=/taipusiqi}
{name=乌克兰, url=/ukraine}
{name=乌兹别克斯坦, url=/uzbekistan}
{name=乌干达, url=/uganda}
{name=乌拉圭, url=/uruguay}
{name=乌代布尔, url=/udaipur}
{name=乌尔姆, url=/ulm}
{name=翁布里亚大区, url=/umbria}
{name=乌普萨拉, url=/uppsala}
{name=美属维尔京群岛, url=/usvirginislands}
{name=英国, url=/unitedkingdom}
{name=乌得勒支, url=/utrecht}
{name=美国, url=/unitedstates}
{name=万象, url=/vientiane}
{name=海参葳, url=/vladivostok}
{name=弗拉基米尔, url=/vladimir}
{name=维克, url=/vic}
{name=瓦杜兹, url=/vaduz}
{name=维多利亚, url=/victoria}
{name=巴拉德罗, url=/varadero}
{name=委内瑞拉, url=/venezuela}
{name=维罗纳, url=/verona}
{name=瓦莱州, url=/valais}
{name=沃韦, url=/vevey}
{name=瓦努阿图, url=/vanuatu}
{name=维尔纽斯, url=/vilnius}
{name=福伦丹, url=/volendam}
{name=瓦莱塔, url=/valletta}
{name=梵蒂冈, url=/vatican}
{name=越南, url=/vietnam}
{name=凡尔赛, url=/versailles}
{name=瓦拉纳西, url=/varanasi}
{name=温哥华, url=/vancouver}
{name=维也纳, url=/vienna}
{name=威尼斯, url=/venice}
{name=无锡, url=/wuxi}
{name=武汉, url=/wuhan}
{name=乌鲁木齐, url=/wulumuqi}
{name=和歌山, url=/wakayama}
{name=惠斯勒, url=/whistler}
{name=北莱茵-威斯特法伦, url=/westphalia}
{name=维尔茨堡, url=/wuerzburg}
{name=沃尔夫斯堡, url=/wolfsburg}
{name=魏玛, url=/weimar}
{name=威斯巴登, url=/wiesbaden}
{name=华沙, url=/warsaw}
{name=卧龙岗, url=/wollongong}
{name=文根, url=/wengen}
{name=温莎, url=/windsor}
{name=温德米尔和波尼斯, url=/wandb}
{name=温彻斯特, url=/winchester}
{name=西撒哈拉, url=/westernsahara}
{name=万州区, url=/wanzhou}
{name=温州, url=/wenzhou}
{name=威海, url=/weihai}
{name=潍坊, url=/weifang}
{name=芜湖, url=/wuhu}
{name=梧州, url=/wuzhou}
{name=渭南, url=/weinan}
{name=乌海, url=/wuhai}
{name=吴忠, url=/wuzhong}
{name=武威, url=/wuwei}
{name=文山州, url=/wenshan}
{name=乌兰察布, url=/wulanchabu}
{name=吴江, url=/wujiang}
{name=武夷山, url=/wuyishan}
{name=文登区, url=/wendeng}
{name=乌镇, url=/wuzhen}
{name=武当山, url=/wudangshan}
{name=涠洲岛, url=/weizhoudao}
{name=万隆, url=/bandung}
{name=惠灵顿, url=/wellington}
{name=华盛顿, url=/washington}
{name=瓦拉纳西, url=/varanasi}
{name=温哥华, url=/vancouver}
{name=渥太华, url=/ottawa}
{name=维也纳, url=/vienna}
{name=威尼斯, url=/venice}
{name=文莱, url=/brunei}
{name=乌兰浩特市, url=/wulanhaote}
{name=万宁, url=/wanning}
{name=文昌, url=/wenchang}
{name=五家渠, url=/wujiaqu}
{name=五指山, url=/wuzhishan}
{name=瓦房店市, url=/wafangdian}
{name=无极县, url=/wuji}
{name=蔚县, url=/weixian}
{name=万全县, url=/wanquan}
{name=围场满族蒙古族自治县, url=/weichang}
{name=文安县, url=/wenan}
{name=望都县, url=/wangdu}
{name=武邑县, url=/wuyi}
{name=武强县, url=/wuqiang}
{name=吴桥县, url=/wuqiao}
{name=武安市, url=/wuan}
{name=武乡县, url=/wuxiang}
{name=五台县, url=/wutai}
{name=五寨县, url=/wuzai}
{name=文水县, url=/wenshui}
{name=武川县, url=/wuchuanxian}
{name=五原县, url=/wuyuanxian}
{name=汪清县, url=/wangqing}
{name=五大连池市, url=/wudalianchi}
{name=望奎县, url=/wangkui}
{name=武义县, url=/wuyixian}
{name=温岭市, url=/wenling}
{name=涡阳县, url=/woyang}
{name=五河县, url=/wuhe}
{name=芜湖县, url=/wuhuxian}
{name=望江县, url=/wangjian}
{name=无为县, url=/wuweixian}
{name=武平县, url=/wuping}
{name=武宁县, url=/wuning}
{name=万年县, url=/wannian}
{name=婺源县, url=/wuyuan}
{name=万载县, url=/wanzai}
{name=万安县, url=/wanan}
{name=武城县, url=/wucheng}
{name=五莲县, url=/wulian}
{name=微山县, url=/weishan}
{name=汶上县, url=/wenshang}
{name=无棣县, url=/wudi}
{name=武陟县, url=/wuzhi}
{name=温县, url=/wenxian}
{name=卫辉市, url=/weihui}
{name=尉氏县, url=/weishi}
{name=舞阳县, url=/wuyang}
{name=舞钢市, url=/wugang}
{name=武穴市, url=/wuxue}
{name=五峰土家族自治县, url=/wufeng}
{name=武冈市, url=/wugangshi}
{name=翁源县, url=/wengyuan}
{name=五华县, url=/wuhua}
{name=吴川市, url=/wuchuan}
{name=武鸣区, url=/wuming}
{name=武宣县, url=/wuxuan}
{name=旺苍县, url=/wangcang}
{name=武胜县, url=/wusheng}
{name=威远县, url=/weiyuan}
{name=万源市, url=/wanyuan}
{name=汶川县, url=/wenchuan}
{name=务川仡佬族苗族自治县, url=/wuchuanzzxian}
{name=威宁彝族回族苗族自治县, url=/weining}
{name=瓮安县, url=/wengan}
{name=望谟县, url=/wangmo}
{name=威信县, url=/weixin}
{name=维西傈僳族自治县, url=/weixi}
{name=巍山彝族回族自治县, url=/weishanxian}
{name=武定县, url=/wuding}
{name=文山县, url=/wenshanxian}
{name=富宁县, url=/wszfuning}
{name=吴起县, url=/wuqi}
{name=武功县, url=/wugong}
{name=吴堡县, url=/wubao}
{name=武山县, url=/wushan}
{name=渭源县, url=/weiyuanxian}
{name=文县, url=/wenxianxian}
{name=乌兰县, url=/wulan}
{name=乌鲁木齐县, url=/wulumuqixian}
{name=温宿县, url=/wensu}
{name=乌什县, url=/wushi}
{name=乌恰县, url=/wuqia}
{name=温泉县, url=/wenquan}
{name=尉犁县, url=/weili}
{name=乌苏市, url=/wusu}
{name=武隆县, url=/wulong}
{name=巫溪县, url=/wuxia}
{name=巫山县, url=/wushanxian}
{name=万荣县, url=/wanrongxian}
{name=闻喜县, url=/wenxixian}
{name=翁牛特旗, url=/wenteqi}
{name=乌审旗, url=/wushenqi}
{name=乌拉特前旗, url=/wuqianqi}
{name=乌拉特中旗, url=/wuzhongqi}
{name=乌拉特后旗, url=/wuhouqi}
{name=温江区, url=/wenjiang}
{name=厦门, url=/xiamen}
{name=西安, url=/xian}
{name=西宁, url=/xining}
{name=香港, url=/hongkong}
{name=徐州, url=/xuzhou}
{name=新乡, url=/xinxiang}
{name=邢台, url=/xingtai}
{name=咸阳, url=/xianyang}
{name=湘西, url=/xiangxi}
{name=许昌, url=/xuchang}
{name=襄阳, url=/xiangyang}
{name=湘潭, url=/xiangtan}
{name=新余, url=/xinyu}
{name=宣城, url=/xuancheng}
{name=咸宁, url=/xianning}
{name=信阳, url=/xinyang}
{name=西双版纳, url=/xishuangbanna}
{name=孝感, url=/xiaogan}
{name=忻州, url=/xinzhou}
{name=兴安盟, url=/xingan}
{name=锡林郭勒, url=/xilinguole}
{name=仙桃, url=/xiantao}
{name=新北, url=/newtaipei}
{name=象山, url=/xiangshan}
{name=西塘, url=/xitang}
{name=西递, url=/xidi}
{name=仙都, url=/xiandu}
{name=西岭雪山, url=/xilingxueshan}
{name=西江千户苗寨, url=/xijiangqianhu}
{name=喜洲, url=/xizhou}
{name=箱根, url=/hakone}
{name=新加坡, url=/singapore}
{name=暹粒, url=/siemreap}
{name=西哈努克, url=/sihanoukville}
{name=悉尼, url=/sydney}
{name=新西兰, url=/newzealand}
{name=西雅图, url=/seattle}
{name=夏威夷, url=/hawaii}
{name=新德里, url=/newdelhi}
{name=锡林浩特市, url=/xilinhaote}
{name=西昌市, url=/xichang}
{name=辛集市, url=/xinji}
{name=新乐市, url=/xinle}
{name=行唐县, url=/xingtang}
{name=宣化县, url=/xuanhua}
{name=兴隆县, url=/xinglong}
{name=香河县, url=/xianghe}
{name=徐水区, url=/xushui}
{name=雄县, url=/xiongxian}
{name=献县, url=/xianxian}
{name=邢台县, url=/xingtaixian}
{name=新河县, url=/xinhe}
{name=威县, url=/xtweixian}
{name=襄垣县, url=/xiangyuan}
{name=昔阳县, url=/xiyang}
{name=襄汾县, url=/xiangfen}
{name=乡宁县, url=/xiangning}
{name=隰县, url=/xixian}
{name=孝义市, url=/xiaoyi}
{name=兴县, url=/xingxian}
{name=兴和县, url=/xinghe}
{name=新民市, url=/xinmin}
{name=西丰县, url=/xifeng}
{name=新宾满族自治县, url=/xinbin}
{name=岫岩满族自治县, url=/xiuyan}
{name=兴城市, url=/xingcheng}
{name=逊克县, url=/xunke}
{name=新沂市, url=/xinyi}
{name=盱眙县, url=/xuyi}
{name=响水县, url=/xiangshui}
{name=兴化市, url=/xinghua}
{name=新昌县, url=/xincang}
{name=仙居县, url=/xianju}
{name=萧县, url=/xiaoxian}
{name=休宁县, url=/xiuning}
{name=霞浦县, url=/xiapu}
{name=修水县, url=/xiushui}
{name=星子县, url=/xingzi}
{name=信丰县, url=/xinfeng}
{name=兴国县, url=/xingguo}
{name=寻乌县, url=/xunwu}
{name=峡江县, url=/xiajian}
{name=莘县, url=/xinxian}
{name=夏津县, url=/xiajin}
{name=新泰市, url=/xintai}
{name=新郑市, url=/xinzheng}
{name=新密市, url=/xinmi}
{name=荥阳市, url=/xingyang}
{name=新安县, url=/xinan}
{name=修武县, url=/xiuwu}
{name=新乡县, url=/xinxiangxian}
{name=浚县, url=/xunxian}
{name=夏邑县, url=/xiayi}
{name=许昌县, url=/xuchangxian}
{name=襄城县, url=/xcxiangcheng}
{name=西峡县, url=/xixia}
{name=淅川县, url=/xichuan}
{name=新野县, url=/xinye}
{name=息县, url=/xyxixian}
{name=新县, url=/xinxianxian}
{name=项城市, url=/xiangcheng}
{name=西华县, url=/xihua}
{name=西平县, url=/xiping}
{name=新蔡县, url=/xincha}
{name=孝昌县, url=/xiaocang}
{name=浠水县, url=/xishui}
{name=兴山县, url=/xingshan}
{name=宣恩县, url=/xuanen}
{name=咸丰县, url=/xianfeng}
{name=湘阴县, url=/xiangyin}
{name=湘乡市, url=/xiangxiang}
{name=湘潭县, url=/xiangtanxian}
{name=新田县, url=/xintian}
{name=新邵县, url=/xinshao}
{name=新宁县, url=/xinning}
{name=溆浦县, url=/xupu}
{name=新晃侗族自治县, url=/xinhuang}
{name=新化县, url=/xinhua}
{name=泸溪县, url=/xxluxi}
{name=新丰县, url=/xinfengxian}
{name=兴宁市, url=/xingning}
{name=新兴县, url=/xinxing}
{name=信宜市, url=/xinyishi}
{name=徐闻县, url=/xuwen}
{name=兴安县, url=/xinganxian}
{name=兴业县, url=/xingye}
{name=西林县, url=/xilin}
{name=象州县, url=/xiangzhou}
{name=忻城县, url=/xincheng}
{name=新津县, url=/xinjin}
{name=西充县, url=/xichong}
{name=叙永县, url=/xuyong}
{name=兴文县, url=/xingwen}
{name=宣汉县, url=/xuanhan}
{name=小金县, url=/xiaojin}
{name=新龙县, url=/xinliu}
{name=喜德县, url=/xide}
{name=修文县, url=/xiuwen}
{name=息烽县, url=/xifengxian}
{name=习水县, url=/xishuixian}
{name=兴义市, url=/xingyi}
{name=兴仁县, url=/xingren}
{name=寻甸回族彝族自治县, url=/xundian}
{name=宣威市, url=/xuanwei}
{name=新平彝族傣族自治县, url=/xinping}
{name=西盟佤族自治县, url=/ximeng}
{name=香格里拉县, url=/xianggelila}
{name=祥云县, url=/xiangyun}
{name=西畴县, url=/xichou}
{name=谢通门县, url=/xietongmen}
{name=兴平市, url=/xingping}
{name=旬邑县, url=/xunyi}
{name=西乡县, url=/xixiang}
{name=旬阳县, url=/xunyang}
{name=西和县, url=/xihe}
{name=夏河县, url=/xiahe}
{name=循化撒拉族自治县, url=/xunhua}
{name=西吉县, url=/xiji}
{name=新和县, url=/xinhexian}
{name=新源县, url=/xinyuan}
{name=秀山土家族苗族自治县, url=/xiushan}
{name=兴海县, url=/xinghai}
{name=新绛县, url=/xinjiangxian}
{name=夏县, url=/xiaxian}
{name=西乌珠穆沁旗, url=/xiwuqinqi}
{name=镶黄旗, url=/xianghuangqi}
{name=新都区, url=/xindu}
{name=新会, url=/xinhui}
{name=薛城, url=/xuecheng}
{name=扬州, url=/yangzhou}
{name=仰光, url=/yangon}
{name=亚兹德, url=/yazd}
{name=日惹, url=/yogyakarta}
{name=尤卡坦半岛, url=/yucatanpeninsul}
{name=永川区, url=/yongchuan}
{name=烟台, url=/yantai}
{name=宜昌, url=/yichang}
{name=银川, url=/yinchuan}
{name=阳江, url=/yangjiang}
{name=盐城, url=/yancheng}
{name=营口, url=/yingkou}
{name=岳阳, url=/yueyang}
{name=延安, url=/yanan}
{name=延边, url=/yanbian}
{name=榆林, url=/yulin}
{name=宜宾, url=/yibin}
{name=云浮, url=/yunfu}
{name=伊犁, url=/yili}
{name=雅安, url=/yaan}
{name=益阳, url=/yiyang}
{name=玉溪, url=/yuxi}
{name=宜春, url=/jiangxiyichun}
{name=鹰潭, url=/yingtan}
{name=运城, url=/yuncheng}
{name=阳泉, url=/yangquan}
{name=永州, url=/yongzhou}
{name=伊春, url=/yichun}
{name=玉树, url=/yushu}
{name=延吉市, url=/yanji}
{name=义乌, url=/yiwu}
{name=余姚, url=/yuyao}
{name=宜兴, url=/yixing}
{name=永康, url=/yongkang}
{name=乐清, url=/yueqing}
{name=亚布力, url=/yabuli}
{name=雁荡山, url=/yandangshan}
{name=横滨, url=/yokohama}
{name=沙巴, url=/sabah}
{name=雅加达, url=/jakarta}
{name=越南, url=/vietnam}
{name=黄石国家公园, url=/Yellowstone}
{name=优胜美地, url=/Yosemite}
{name=因斯布鲁克, url=/innsbruck}
{name=因特拉肯, url=/interlaken}
{name=伊斯坦布尔, url=/istanbul}
{name=伊兹密尔, url=/izmir}
{name=雅典, url=/athens}
{name=约克, url=/york}
{name=亚历山大, url=/alexandria}
{name=亚斯文, url=/aswan}
{name=约翰内斯堡, url=/johannesburg}
{name=以色列, url=/israel}
{name=约旦, url=/jordan}
{name=牙买加, url=/jamaica}
{name=仪征市, url=/yizheng}
{name=延庆县, url=/yanqing}
{name=元氏县, url=/yuanshi}
{name=阳原县, url=/yangyuan}
{name=玉田县, url=/yutian}
{name=永清县, url=/yongqing}
{name=盐山县, url=/yanshan}
{name=永年县, url=/yongnian}
{name=阳曲县, url=/yangqu}
{name=应县, url=/yingxian}
{name=右玉县, url=/youyu}
{name=阳高县, url=/yanggao}
{name=盂县, url=/yuxian}
{name=阳城县, url=/yangcheng}
{name=原平市, url=/yuanping}
{name=榆社县, url=/yushe}
{name=翼城县, url=/yichengxian}
{name=永和县, url=/yonghe}
{name=牙克石市, url=/yakeshi}
{name=榆树市, url=/yushushi}
{name=永吉县, url=/yongjixian}
{name=伊通满族自治县, url=/yitong}
{name=依安县, url=/yian}
{name=友谊县, url=/youyi}
{name=扬中市, url=/yangzhong}
{name=玉环县, url=/yuhuan}
{name=云和县, url=/yunhe}
{name=颍上县, url=/yingshang}
{name=岳西县, url=/yuexi}
{name=永泰县, url=/yongtai}
{name=永安市, url=/yongan}
{name=尤溪县, url=/youxi}
{name=永春县, url=/yongchun}
{name=永定县, url=/yongding}
{name=永修县, url=/yongxiu}
{name=余江县, url=/yujian}
{name=于都县, url=/yudu}
{name=玉山县, url=/yushan}
{name=余干县, url=/yugan}
{name=宜黄县, url=/yihuang}
{name=宜丰县, url=/yifeng}
{name=永丰县, url=/yongfeng}
{name=永新县, url=/yongxin}
{name=阳谷县, url=/yanggu}
{name=禹城市, url=/yucheng}
{name=沂源县, url=/yiyuan}
{name=沂水县, url=/yishui}
{name=沂南县, url=/yinan}
{name=兖州区, url=/yanzhou}
{name=鱼台县, url=/yutai}
{name=阳信县, url=/yangxin}
{name=郓城县, url=/yunchengxian}
{name=义马市, url=/yima}
{name=偃师市, url=/yanshi}
{name=伊川县, url=/yichuan}
{name=原阳县, url=/yuanyang}
{name=延津县, url=/yanjin}
{name=永城市, url=/yongcheng}
{name=虞城县, url=/yuchengxian}
{name=禹州市, url=/yuzhou}
{name=鄢陵县, url=/yanling}
{name=叶县, url=/yexian}
{name=郧县, url=/yunxian}
{name=郧西县, url=/yunxi}
{name=宜城市, url=/yicheng}
{name=应城市, url=/yingcheng}
{name=云梦县, url=/yunmeng}
{name=英山县, url=/yingshan}
{name=阳新县, url=/yangxinxian}
{name=宜都市, url=/yidu}
{name=远安县, url=/yuanan}
{name=沅江市, url=/yuanjian}
{name=岳阳县, url=/yueyangxian}
{name=攸县, url=/youxian}
{name=炎陵县, url=/yanlingxian}
{name=永兴县, url=/yongxing}
{name=宜章县, url=/yizhang}
{name=沅陵县, url=/yuanling}
{name=永顺县, url=/yongshun}
{name=英德市, url=/yingde}
{name=阳山县, url=/yangshan}
{name=云安区, url=/yunan}
{name=郁南县, url=/yunanxian}
{name=阳春市, url=/yangchun}
{name=阳西县, url=/yangxi}
{name=阳东区, url=/yangdong}
{name=阳朔县, url=/yangsu}
{name=永福县, url=/yongfu}
{name=宜州市, url=/yizhou}
{name=盐亭县, url=/yanting}
{name=营山县, url=/yingshanxian}
{name=仪陇县, url=/yilong}
{name=岳池县, url=/yuechi}
{name=宜宾县, url=/yibinxian}
{name=盐边县, url=/yanbianxian}
{name=荥经县, url=/yingjing}
{name=芦山县, url=/yalushan}
{name=雅江县, url=/yajian}
{name=盐源县, url=/yanyuan}
{name=越西县, url=/yuexixian}
{name=余庆县, url=/yuqing}
{name=玉屏侗族自治县, url=/yuping}
{name=印江土家族苗族自治县, url=/yinjiang}
{name=沿河土家族自治县, url=/yanhe}
{name=宜良县, url=/yiliang}
{name=易门县, url=/yimen}
{name=元江哈尼族彝族傣族自治县, url=/yuanjiang}
{name=盐津县, url=/yanjinxian}
{name=永善县, url=/yongshan}
{name=彝良县, url=/yiliangxian}
{name=永胜县, url=/yongsheng}
{name=玉龙纳西族自治县, url=/yulong}
{name=云县, url=/yunxianxian}
{name=永德县, url=/yongde}
{name=盈江县, url=/yingjian}
{name=永平县, url=/yongping}
{name=云龙县, url=/yunliu}
{name=漾濞彝族自治县, url=/yangbi}
{name=姚安县, url=/yaoan}
{name=永仁县, url=/yongren}
{name=元谋县, url=/yuanmou}
{name=元阳县, url=/yuanyangxian}
{name=砚山县, url=/yanshanxian}
{name=亚东县, url=/yadong}
{name=延长县, url=/yanchang}
{name=延川县, url=/yanchuan}
{name=宜川县, url=/yichuanxian}
{name=宜君县, url=/yijun}
{name=永寿县, url=/yongshou}
{name=洋县, url=/yangxian}
{name=永登县, url=/yongdeng}
{name=榆中县, url=/yuzhong}
{name=永昌县, url=/yongcang}
{name=玉门市, url=/yumen}
{name=永靖县, url=/yongjing}
{name=玉树县, url=/yushuxian}
{name=永宁县, url=/yongning}
{name=盐池县, url=/yanchi}
{name=英吉沙县, url=/yingjisha}
{name=叶城县, url=/yecheng}
{name=岳普湖县, url=/yuepuhu}
{name=于田县, url=/yutianxian}
{name=伊吾县, url=/yiwuxian}
{name=焉耆回族自治县, url=/yanqi}
{name=伊宁市, url=/yining}
{name=伊宁县, url=/yiningxian}
{name=裕民县, url=/yumin}
{name=云阳县, url=/yunyang}
{name=酉阳土家族苗族自治县, url=/youyang}
{name=永济市, url=/yongji}
{name=夷陵区, url=/yiling}
{name=临猗县, url=/yclinyixian}
{name=伊金霍洛旗, url=/yijinqi}
{name=郑州, url=/zhengzhou}
{name=珠海, url=/zhuhai}
{name=彰化, url=/zhanghua}
{name=萨格勒布, url=/zagreb}
{name=津巴布韦, url=/zimbabwe}
{name=采尔马特, url=/zermatt}
{name=萨拉戈萨, url=/zaragoza}
{name=赞比亚, url=/zambia}
{name=台州, url=/zhejiangtaizhou}
{name=中山, url=/zhongshan}
{name=舟山, url=/zhoushan}
{name=镇江, url=/zhenjiang}
{name=肇庆, url=/zhaoqing}
{name=自贡, url=/zigong}
